"objectid_12","objectid_1","ind_id","geog_id","geog_name","geog_type","date_start","date_end","period","date_name","var_stat","var_count","var_denom","var_unstable","var_lci","var_uci","var_ci","var_sigval_nat","var_sig_nat","var_sigval_state","var_sig_state","var_sigval_dis","var_sig_dis","var_sigval_cnty","var_sig_cnty","objectid","var_race","var_sex","var_age","status","dist","geog_utm_length","geog_utm_area","SHAPE__Length","SHAPE__Area"
"180692","18041","County","6","Fayette","27","null","DISCH012A","null","null","null","null","All","All","Year","null","941858944.0492244","null","1","null","null","23047","null","null","null","2018","9604","117.2","null","null","2018","134767.10790970435","1820766","All","Published"
"187266","18043","County","9","Floyd","62","null","DISCH012A","null","null","null","null","All","All","Year","null","629759236.6714967","null","1","null","null","77781","null","null","null","2018","8583","79.7","null","null","2018","109077.74865249258","1820767","All","Published"
"194106","18045","County","4","Fountain","7","null","DISCH012A","null","null","null","null","All","All","Year","null","1767668662.3617282","null","1","null","null","16351","U","null","null","2018","9175","42.8","null","null","2018","182418.45245652847","1820768","All","Published"
"200676","18047","County","9","Franklin","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1698096673.793233","null","1","null","null","22736","U","null","null","2018","8623","26.4","null","null","2018","177273.7347755226","1820769","All","Published"
"211707","18049","County","2","Fulton","14","null","DISCH012A","null","null","null","null","All","All","Year","null","1691016621.707752","null","1","null","null","20092","U","null","null","2018","441232","69.7","null","null","2018","193345.38339404468","1820770","All","Published"
"213775","18051","County","10","Gibson","6","null","DISCH012A","null","null","null","null","All","All","Year","null","2076288553.9508362","null","1","null","null","33452","U","null","null","2018","9328","17.9","null","null","2018","236994.15893647555","1820771","All","Published"
"220432","18053","County","6","Grant","64","null","DISCH012A","null","null","null","null","All","All","Year","null","1860987961.5318968","null","1","null","null","65936","null","null","null","2018","8644","97.1","null","null","2018","173075.5793159793","1820772","All","Published"
"227275","18055","County","7","Greene","7","null","DISCH012A","null","null","null","null","All","All","Year","null","2343017859.6986227","null","1","null","null","32006","U","null","null","2018","9032","21.9","null","null","2018","199798.52546733723","1820773","All","Published"
"233784","18057","County","5","Hamilton","123","null","DISCH012A","null","null","null","null","All","All","Year","null","1780750725.9306178","null","1","null","null","330086","null","null","null","2018","9573","37.3","null","null","2018","169078.54894969115","1820774","All","Published"
"240606","18059","County","5","Hancock","83","null","DISCH012A","null","null","null","null","All","All","Year","null","1347706587.3231847","null","1","null","null","76351","null","null","null","2018","8357","108.7","null","null","2018","155136.03692074143","1820775","All","Published"
"99726","18061","County","9","Harrison","32","null","DISCH012A","null","null","null","null","All","All","Year","null","2035125569.8802426","null","1","null","null","40350","null","null","null","2018","9804","79.3","null","null","2018","202791.60335858766","1820776","All","Published"
"106355","18063","County","5","Hendricks","112","null","DISCH012A","null","null","null","null","All","All","Year","null","1794188472.646238","null","1","null","null","167009","null","null","null","2018","9809","67.1","null","null","2018","177654.63517401853","1820777","All","Published"
"113178","18065","County","6","Henry","35","null","DISCH012A","null","null","null","null","All","All","Year","null","1742817024.1663437","null","1","null","null","48271","null","null","null","2018","8405","72.5","null","null","2018","171943.43386855195","1820778","All","Published"
"119988","18067","County","6","Howard","66","null","DISCH012A","null","null","null","null","All","All","Year","null","1319131602.4414222","null","1","null","null","82366","null","null","null","2018","10001","80.1","null","null","2018","168836.5976829058","1820779","All","Published"
"126816","18069","County","3","Huntington","19","null","DISCH012A","null","null","null","null","All","All","Year","null","1754767347.709058","null","1","null","null","36240","U","null","null","2018","8590","52.4","null","null","2018","171224.51457219163","1820780","All","Published"
"133595","18071","County","8","Jackson","50","null","DISCH012A","null","null","null","null","All","All","Year","null","2198769901.764601","null","1","null","null","44111","null","null","null","2018","10123","113.4","null","null","2018","211828.76140003727","1820781","All","Published"
"321253","18073","County","1","Jasper","20","null","DISCH012A","null","null","null","null","All","All","Year","null","2558390854.4306984","null","1","null","null","33370","null","null","null","2018","9480","59.9","null","null","2018","228751.54043689586","1820782","All","Published"
"327896","18075","County","6","Jay","59","null","DISCH012A","null","null","null","null","All","All","Year","null","1718360784.3932874","null","1","null","null","20764","null","null","null","2018","8823","284.1","null","null","2018","169093.82633148212","1820783","All","Published"
"338974","18077","County","9","Jefferson","7","null","DISCH012A","null","null","null","null","All","All","Year","null","1548728577.4314666","null","1","null","null","32208","U","null","null","2018","440182","21.7","null","null","2018","210172.87417847992","1820784","All","Published"
"341151","18079","County","9","Jennings","24","null","DISCH012A","null","null","null","null","All","All","Year","null","1623646719.723565","null","1","null","null","27611","null","null","null","2018","9113","86.9","null","null","2018","182727.0912012344","1820785","All","Published"
"347666","18081","County","5","Johnson","148","null","DISCH012A","null","null","null","null","All","All","Year","null","1399947162.7783995","null","1","null","null","156225","null","null","null","2018","9375","94.7","null","null","2018","150610.32778880376","1820786","All","Published"
"354495","18083","County","10","Knox","9","null","DISCH012A","null","null","null","null","All","All","Year","null","2242705332.2179394","null","1","null","null","36895","U","null","null","2018","9003","24.4","null","null","2018","272558.4515603146","1820787","All","Published"
"361171","18085","County","2","Kosciusko","53","null","DISCH012A","null","null","null","null","All","All","Year","null","2538655332.376719","null","1","null","null","79344","null","null","null","2018","9864","66.8","null","null","2018","211350.33170521233","1820788","All","Published"
"367957","18087","County","3","LaGrange","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1795733216.9089348","null","1","null","null","39330","U","null","null","2018","9250","0","null","null","2018","172697.49520899847","1820789","All","Published"
"374749","18089","County","1","Lake","292","null","DISCH012A","null","null","null","null","All","All","Year","null","2302324034.56977","null","1","null","null","484411","null","null","null","2018","9976","60.3","null","null","2018","214072.69133742657","1820790","All","Published"
"252093","18091","County","1","LaPorte","121","null","DISCH012A","null","null","null","null","All","All","Year","null","2797279284.625065","null","1","null","null","110007","null","null","null","2018","442506","110","null","null","2018","232713.97612125135","1820791","All","Published"
"254265","18093","County","8","Lawrence","36","null","DISCH012A","null","null","null","null","All","All","Year","null","1928084894.852129","null","1","null","null","45668","null","null","null","2018","9202","78.8","null","null","2018","175080.81387774093","1820792","All","Published"
"260940","18095","County","6","Madison","67","null","DISCH012A","null","null","null","null","All","All","Year","null","2012349835.1619332","null","1","null","null","129641","null","null","null","2018","9884","51.7","null","null","2018","189934.01105318218","1820793","All","Published"
"267778","18097","County","5","Marion","1607","null","DISCH012A","null","null","null","null","All","All","Year","null","1768249775.0782163","null","1","null","null","954670","null","null","null","2018","9844","168.3","null","null","2018","171237.19193768778","1820794","All","Published"
"279218","18099","County","2","Marshall","37","null","DISCH012A","null","null","null","null","All","All","Year","null","2067653142.8841531","null","1","null","null","46248","null","null","null","2018","436642","80","null","null","2018","181940.13919743468","1820795","All","Published"
"281276","18101","County","10","Martin","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1452639016.5912","null","1","null","null","10217","U","null","null","2018","9631","0","null","null","2018","167446.89554168071","1820796","All","Published"
"292189","18103","County","3","Miami","20","null","DISCH012A","null","null","null","null","All","All","Year","null","1704186808.249137","null","1","null","null","35567","null","null","null","2018","441740","56.2","null","null","2018","194495.0722178321","1820797","All","Published"
"294312","18105","County","8","Monroe","72","null","DISCH012A","null","null","null","null","All","All","Year","null","1780474684.1090214","null","1","null","null","146917","null","null","null","2018","9111","49","null","null","2018","182902.27220001767","1820798","All","Published"
"301147","18107","County","4","Montgomery","29","null","DISCH012A","null","null","null","null","All","All","Year","null","2234566042.838497","null","1","null","null","38346","null","null","null","2018","9390","75.6","null","null","2018","189612.378685069","1820799","All","Published"
"307957","18109","County","5","Morgan","86","null","DISCH012A","null","null","null","null","All","All","Year","null","1782885715.0792916","null","1","null","null","70116","null","null","null","2018","9912","122.7","null","null","2018","179297.23652777626","1820800","All","Published"
"314611","18111","County","1","Newton","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1834753645.263788","null","1","null","null","14011","U","null","null","2018","8634","0","null","null","2018","195301.91254645065","1820801","All","Published"
"424844","18113","County","3","Noble","12","null","DISCH012A","null","null","null","null","All","All","Year","null","1920903965.1248343","null","1","null","null","47532","U","null","null","2018","310172","25.2","null","null","2018","179790.78785146226","1820802","All","Published"
"431490","18115","County","9","Ohio","0","null","DISCH012A","null","null","null","null","All","All","Year","null","371172927.76226074","null","1","null","null","5844","U","null","null","2018","310955","0","null","null","2018","92908.11273188339","1820803","All","Published"
"434578","18117","County","8","Orange","7","null","DISCH012A","null","null","null","null","All","All","Year","null","1730437591.9969425","null","1","null","null","19489","U","null","null","2018","8692","35.9","null","null","2018","166699.59188106662","1820804","All","Published"
"440988","18119","County","7","Owen","11","null","DISCH012A","null","null","null","null","All","All","Year","null","1676475314.70993","null","1","null","null","20845","U","null","null","2018","8085","52.8","null","null","2018","181531.74475488244","1820805","All","Published"
"447530","18121","County","7","Parke","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1977654977.5560105","null","1","null","null","16927","U","null","null","2018","8321","0","null","null","2018","194033.11248650684","1820806","All","Published"
"453877","18123","County","10","Perry","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1607847794.8105006","null","1","null","null","19102","U","null","null","2018","10015","0","null","null","2018","204092.3230451005","1820807","All","Published"
"460417","18125","County","10","Pike","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1455282706.2609153","null","1","null","null","12410","U","null","null","2018","9200","0","null","null","2018","180913.8898884043","1820808","All","Published"
"466881","18127","County","1","Porter","100","null","DISCH012A","null","null","null","null","All","All","Year","null","1934440080.2451656","null","1","null","null","169594","null","null","null","2018","9869","59","null","null","2018","200023.6138176006","1820809","All","Published"
"473705","18129","County","10","Posey","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1760454828.2291665","null","1","null","null","25540","U","null","null","2018","8854","23.5","null","null","2018","268626.9969492636","1820810","All","Published"
"480253","18131","County","2","Pulaski","12","null","DISCH012A","null","null","null","null","All","All","Year","null","1976895476.264857","null","1","null","null","12469","U","null","null","2018","9041","96.2","null","null","2018","180016.00035916857","1820811","All","Published"
"486881","18133","County","7","Putnam","28","null","DISCH012A","null","null","null","null","All","All","Year","null","2114347624.744208","null","1","null","null","37779","null","null","null","2018","9826","74.1","null","null","2018","193497.13916877238","1820812","All","Published"
"493634","18135","County","6","Randolph","34","null","DISCH012A","null","null","null","null","All","All","Year","null","2009991766.5965216","null","1","null","null","24851","null","null","null","2018","10008","136.8","null","null","2018","179543.406920394","1820813","All","Published"
"499952","18137","County","9","Ripley","22","null","DISCH012A","null","null","null","null","All","All","Year","null","1929852184.3391707","null","1","null","null","28523","null","null","null","2018","8559","77.1","null","null","2018","178720.62541220128","1820814","All","Published"
"506707","18139","County","6","Rush","8","null","DISCH012A","null","null","null","null","All","All","Year","null","1788779894.8143926","null","1","null","null","16663","U","null","null","2018","9261","48","null","null","2018","170550.35617774996","1820815","All","Published"
"384842","18141","County","2","St. Joseph","236","null","DISCH012A","null","null","null","null","All","All","Year","null","2137442538.2216668","null","1","null","null","270771","null","null","null","2018","311817","87.2","null","null","2018","207099.73590105024","1820816","All","Published"
"388419","18143","County","9","Scott","47","null","DISCH012A","null","null","null","null","All","All","Year","null","821116475.462408","null","1","null","null","23878","null","null","null","2018","9198","196.8","null","null","2018","135956.25001727752","1820817","All","Published"
"395002","18145","County","5","Shelby","49","null","DISCH012A","null","null","null","null","All","All","Year","null","1798330587.7052763","null","1","null","null","44593","null","null","null","2018","9776","109.9","null","null","2018","172101.50493806117","1820818","All","Published"
"406381","18147","County","10","Spencer","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1685030412.2809646","null","1","null","null","20327","U","null","null","2018","443028","0","null","null","2018","197266.6186510998","1820819","All","Published"
"411673","18149","County","2","Starke","53","null","DISCH012A","null","null","null","null","All","All","Year","null","1437402953.7436337","null","1","null","null","22935","null","null","null","2018","311963","231.1","null","null","2018","165458.4945859917","1820820","All","Published"
"415001","18151","County","3","Steuben","9","null","DISCH012A","null","null","null","null","All","All","Year","null","1500653405.4933264","null","1","null","null","34586","U","null","null","2018","8923","26","null","null","2018","155800.11379493726","1820821","All","Published"
"552924","18153","County","7","Sullivan","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1947688539.7371132","null","1","null","null","20690","U","null","null","2018","9646","0","null","null","2018","188646.4533866164","1820822","All","Published"
"559413","18155","County","9","Switzerland","0","null","DISCH012A","null","null","null","null","All","All","Year","null","953985822.485336","null","1","null","null","10717","U","null","null","2018","8835","0","null","null","2018","149806.89533564774","1820823","All","Published"
"565979","18157","County","4","Tippecanoe","183","null","DISCH012A","null","null","null","null","All","All","Year","null","2248329970.1495166","null","1","null","null","193048","null","null","null","2018","10045","94.8","null","null","2018","190391.6728056909","1820824","All","Published"
"577462","18159","County","6","Tipton","8","null","DISCH012A","null","null","null","null","All","All","Year","null","1162498199.8153265","null","1","null","null","15128","U","null","null","2018","442236","52.9","null","null","2018","139507.96205483665","1820825","All","Published"
"583908","18161","County","6","Union","10","null","DISCH012A","null","null","null","null","All","All","Year","null","722350371.1081735","null","1","null","null","7037","U","null","null","2018","441468","142.1","null","null","2018","108370.9676047063","1820826","All","Published"
"585593","18163","County","10","Vanderburgh","103","null","DISCH012A","null","null","null","null","All","All","Year","null","983076789.0488979","null","1","null","null","180974","null","null","null","2018","9721","56.9","null","null","2018","166933.2109431209","1820827","All","Published"
"592413","18165","County","7","Vermillion","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1135647435.151307","null","1","null","null","15479","U","null","null","2018","8285","0","null","null","2018","196462.47740196582","1820828","All","Published"
"598969","18167","County","7","Vigo","46","null","DISCH012A","null","null","null","null","All","All","Year","null","1784302611.777401","null","1","null","null","107386","null","null","null","2018","9617","42.8","null","null","2018","187921.78430646184","1820829","All","Published"
"605812","18169","County","3","Wabash","30","null","DISCH012A","null","null","null","null","All","All","Year","null","1910544927.4219303","null","1","null","null","31280","null","null","null","2018","9750","95.9","null","null","2018","182680.56505842292","1820830","All","Published"
"612543","18171","County","4","Warren","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1636582185.731533","null","1","null","null","8263","U","null","null","2018","8821","0","null","null","2018","187145.04700055302","1820831","All","Published"
"513211","18173","County","10","Warrick","28","null","DISCH012A","null","null","null","null","All","All","Year","null","1636695780.6752317","null","1","null","null","62567","null","null","null","2018","9665","44.8","null","null","2018","185826.03812337192","1820832","All","Published"
"524656","18175","County","8","Washington","20","null","DISCH012A","null","null","null","null","All","All","Year","null","2201208953.486287","null","1","null","null","27943","null","null","null","2018","441225","71.6","null","null","2018","195992.27406812334","1820833","All","Published"
"526471","18177","County","6","Wayne","122","null","DISCH012A","null","null","null","null","All","All","Year","null","1782543819.9517307","null","1","null","null","65936","null","null","null","2018","9920","185","null","null","2018","175897.5097489313","1820834","All","Published"
"533294","18179","County","3","Wells","19","null","DISCH012A","null","null","null","null","All","All","Year","null","1670421867.227591","null","1","null","null","28206","U","null","null","2018","8657","67.4","null","null","2018","186766.15478238545","1820835","All","Published"
"544585","18181","County","4","White","25","null","DISCH012A","null","null","null","null","All","All","Year","null","2287558667.4044333","null","1","null","null","24133","null","null","null","2018","441990","103.6","null","null","2018","215880.6924203464","1820836","All","Published"
"546504","18183","County","3","Whitley","13","null","DISCH012A","null","null","null","null","All","All","Year","null","1546751708.9768984","null","1","null","null","34074","U","null","null","2018","8850","38.2","null","null","2018","169966.29264005675","1820837","All","Published"
