"objectid_12","objectid_1","ind_id","geog_id","geog_name","geog_type","date_start","date_end","period","date_name","var_stat","var_count","var_denom","var_unstable","var_lci","var_uci","var_ci","var_sigval_nat","var_sig_nat","var_sigval_state","var_sig_state","var_sigval_dis","var_sig_dis","var_sigval_cnty","var_sig_cnty","objectid","var_race","var_sex","var_age","status","dist","geog_utm_length","geog_utm_area","SHAPE__Length","SHAPE__Area"
"36343","18019","County","9","Clark","152","null","DISCH012A","null","null","null","null","All","All","Year","null","1588412599.121614","null","1","null","null","118302","null","null","null","2019","310189","128.5","null","1","2019","197621.11083457182","1820848","All","Published"
"39912","18021","County","7","Clay","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1565006845.8411417","null","1","null","null","26225","U","null","null","2019","9583","22.9","null","1","2019","192237.55188481134","1820849","All","Published"
"46291","18023","County","4","Clinton","25","null","DISCH012A","null","null","null","null","All","All","Year","null","1806432499.484373","null","1","null","null","32399","null","null","null","2019","9852","77.2","null","1","2019","174382.06613417095","1820850","All","Published"
"52934","18025","County","10","Crawford","7","null","DISCH012A","null","null","null","null","All","All","Year","null","1308546884.5425615","null","1","null","null","10577","U","null","null","2019","8127","66.2","null","1","2019","195184.71788809556","1820851","All","Published"
"59365","18027","County","10","Daviess","12","null","DISCH012A","null","null","null","null","All","All","Year","null","1878247368.2323859","null","1","null","null","33351","U","null","null","2019","8494","36","null","1","2019","192655.75614222788","1820852","All","Published"
"140431","18029","County","9","Dearborn","39","null","DISCH012A","null","null","null","null","All","All","Year","null","1329448616.5470636","null","1","null","null","49458","null","null","null","2019","9756","78.9","null","1","2019","157834.76234884912","1820853","All","Published"
"147090","18031","County","9","Decatur","21","null","DISCH012A","null","null","null","null","All","All","Year","null","1615195765.6479964","null","1","null","null","26559","null","null","null","2019","8710","79.1","null","1","2019","165078.23331480008","1820854","All","Published"
"153797","18033","County","3","DeKalb","23","null","DISCH012A","null","null","null","null","All","All","Year","null","1674555397.31401","null","1","null","null","43475","null","null","null","2019","8310","52.9","null","1","2019","163996.67482293304","1820855","All","Published"
"160443","18035","County","6","Delaware","207","null","DISCH012A","null","null","null","null","All","All","Year","null","1760647932.9914546","null","1","null","null","114135","null","null","null","2019","9602","181.4","null","1","2019","168366.29581379177","1820856","All","Published"
"167277","18037","County","10","Dubois","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1825931759.792058","null","1","null","null","42736","U","null","null","2019","9543","14","null","1","2019","183146.67387045993","1820857","All","Published"
"173857","18039","County","2","Elkhart","60","null","DISCH012A","null","null","null","null","All","All","Year","null","2172529921.2321935","null","1","null","null","206341","null","null","null","2019","9520","29.1","null","1","2019","186294.45905187665","1820858","All","Published"
"180685","18041","County","6","Fayette","17","null","DISCH012A","null","null","null","null","All","All","Year","null","941858944.0492244","null","1","null","null","23102","U","null","null","2019","8935","73.6","null","1","2019","134767.10790970435","1820859","All","Published"
"191907","18043","County","9","Floyd","84","null","DISCH012A","null","null","null","null","All","All","Year","null","629759236.6714967","null","1","null","null","78522","null","null","null","2019","441734","107","null","1","2019","109077.74865249258","1820860","All","Published"
"194112","18045","County","4","Fountain","9","null","DISCH012A","null","null","null","null","All","All","Year","null","1767668662.3617282","null","1","null","null","16346","U","null","null","2019","9453","55.1","null","1","2019","182418.45245652847","1820861","All","Published"
"205316","18047","County","9","Franklin","5","null","DISCH012A","null","null","null","null","All","All","Year","null","1698096673.793233","null","1","null","null","22758","U","null","null","2019","440694","22","null","1","2019","177273.7347755226","1820862","All","Published"
"207066","18049","County","2","Fulton","15","null","DISCH012A","null","null","null","null","All","All","Year","null","1691016621.707752","null","1","null","null","19974","U","null","null","2019","9916","75.1","null","1","2019","193345.38339404468","1820863","All","Published"
"213760","18051","County","10","Gibson","9","null","DISCH012A","null","null","null","null","All","All","Year","null","2076288553.9508362","null","1","null","null","33659","U","null","null","2019","8658","26.7","null","1","2019","236994.15893647555","1820864","All","Published"
"220430","18053","County","6","Grant","54","null","DISCH012A","null","null","null","null","All","All","Year","null","1860987961.5318968","null","1","null","null","65769","null","null","null","2019","8226","82.1","null","1","2019","173075.5793159793","1820865","All","Published"
"227282","18055","County","7","Greene","10","null","DISCH012A","null","null","null","null","All","All","Year","null","2343017859.6986227","null","1","null","null","31922","U","null","null","2019","9815","31.3","null","1","2019","199798.52546733723","1820866","All","Published"
"233773","18057","County","5","Hamilton","103","null","DISCH012A","null","null","null","null","All","All","Year","null","1780750725.9306178","null","1","null","null","338011","null","null","null","2019","8589","30.5","null","1","2019","169078.54894969115","1820867","All","Published"
"240611","18059","County","5","Hancock","58","null","DISCH012A","null","null","null","null","All","All","Year","null","1347706587.3231847","null","1","null","null","78168","null","null","null","2019","8717","74.2","null","1","2019","155136.03692074143","1820868","All","Published"
"99727","18061","County","9","Harrison","38","null","DISCH012A","null","null","null","null","All","All","Year","null","2035125569.8802426","null","1","null","null","40515","null","null","null","2019","9879","93.8","null","1","2019","202791.60335858766","1820869","All","Published"
"106346","18063","County","5","Hendricks","97","null","DISCH012A","null","null","null","null","All","All","Year","null","1794188472.646238","null","1","null","null","170311","null","null","null","2019","9084","57","null","1","2019","177654.63517401853","1820870","All","Published"
"113177","18065","County","6","Henry","19","null","DISCH012A","null","null","null","null","All","All","Year","null","1742817024.1663437","null","1","null","null","47972","U","null","null","2019","8358","39.6","null","1","2019","171943.43386855195","1820871","All","Published"
"119976","18067","County","6","Howard","46","null","DISCH012A","null","null","null","null","All","All","Year","null","1319131602.4414222","null","1","null","null","82544","null","null","null","2019","8920","55.7","null","1","2019","168836.5976829058","1820872","All","Published"
"131442","18069","County","3","Huntington","44","null","DISCH012A","null","null","null","null","All","All","Year","null","1754767347.709058","null","1","null","null","36520","null","null","null","2019","436632","120.5","null","1","2019","171224.51457219163","1820873","All","Published"
"136831","18071","County","8","Jackson","29","null","DISCH012A","null","null","null","null","All","All","Year","null","2198769901.764601","null","1","null","null","44231","null","null","null","2019","310675","65.6","null","1","2019","211828.76140003727","1820874","All","Published"
"321262","18073","County","1","Jasper","18","null","DISCH012A","null","null","null","null","All","All","Year","null","2558390854.4306984","null","1","null","null","33562","U","null","null","2019","9806","53.6","null","1","2019","228751.54043689586","1820875","All","Published"
"327899","18075","County","6","Jay","51","null","DISCH012A","null","null","null","null","All","All","Year","null","1718360784.3932874","null","1","null","null","20436","null","null","null","2019","8971","249.6","null","1","2019","169093.82633148212","1820876","All","Published"
"334326","18077","County","9","Jefferson","15","null","DISCH012A","null","null","null","null","All","All","Year","null","1548728577.4314666","null","1","null","null","32308","U","null","null","2019","9172","46.4","null","1","2019","210172.87417847992","1820877","All","Published"
"341146","18079","County","9","Jennings","26","null","DISCH012A","null","null","null","null","All","All","Year","null","1623646719.723565","null","1","null","null","27735","null","null","null","2019","8772","93.7","null","1","2019","182727.0912012344","1820878","All","Published"
"347654","18081","County","5","Johnson","117","null","DISCH012A","null","null","null","null","All","All","Year","null","1399947162.7783995","null","1","null","null","158167","null","null","null","2019","8501","74","null","1","2019","150610.32778880376","1820879","All","Published"
"354505","18083","County","10","Knox","13","null","DISCH012A","null","null","null","null","All","All","Year","null","2242705332.2179394","null","1","null","null","36594","U","null","null","2019","9589","35.5","null","1","2019","272558.4515603146","1820880","All","Published"
"361159","18085","County","2","Kosciusko","36","null","DISCH012A","null","null","null","null","All","All","Year","null","2538655332.376719","null","1","null","null","79456","null","null","null","2019","8729","45.3","null","1","2019","211350.33170521233","1820881","All","Published"
"367966","18087","County","3","LaGrange","5","null","DISCH012A","null","null","null","null","All","All","Year","null","1795733216.9089348","null","1","null","null","39614","U","null","null","2019","9950","12.6","null","1","2019","172697.49520899847","1820882","All","Published"
"374747","18089","County","1","Lake","340","null","DISCH012A","null","null","null","null","All","All","Year","null","2302324034.56977","null","1","null","null","485493","null","null","null","2019","9719","70","null","1","2019","214072.69133742657","1820883","All","Published"
"247426","18091","County","1","LaPorte","98","null","DISCH012A","null","null","null","null","All","All","Year","null","2797279284.625065","null","1","null","null","109888","null","null","null","2019","9223","89.2","null","1","2019","232713.97612125135","1820884","All","Published"
"254266","18093","County","8","Lawrence","32","null","DISCH012A","null","null","null","null","All","All","Year","null","1928084894.852129","null","1","null","null","45370","null","null","null","2019","9364","70.5","null","1","2019","175080.81387774093","1820885","All","Published"
"265582","18095","County","6","Madison","95","null","DISCH012A","null","null","null","null","All","All","Year","null","2012349835.1619332","null","1","null","null","129569","null","null","null","2019","440960","73.3","null","1","2019","189934.01105318218","1820886","All","Published"
"267771","18097","County","5","Marion","1267","null","DISCH012A","null","null","null","null","All","All","Year","null","1768249775.0782163","null","1","null","null","964582","null","null","null","2019","9281","131.4","null","1","2019","171237.19193768778","1820887","All","Published"
"279283","18099","County","2","Marshall","24","null","DISCH012A","null","null","null","null","All","All","Year","null","2067653142.8841531","null","1","null","null","46258","null","null","null","2019","443298","51.9","null","1","2019","181940.13919743468","1820888","All","Published"
"281273","18101","County","10","Martin","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1452639016.5912","null","1","null","null","10255","U","null","null","2019","9443","0","null","1","2019","167446.89554168071","1820889","All","Published"
"287521","18103","County","3","Miami","16","null","DISCH012A","null","null","null","null","All","All","Year","null","1704186808.249137","null","1","null","null","35516","U","null","null","2019","9042","45.1","null","1","2019","194495.0722178321","1820890","All","Published"
"294309","18105","County","8","Monroe","80","null","DISCH012A","null","null","null","null","All","All","Year","null","1780474684.1090214","null","1","null","null","148431","null","null","null","2019","8822","53.9","null","1","2019","182902.27220001767","1820891","All","Published"
"304388","18107","County","4","Montgomery","41","null","DISCH012A","null","null","null","null","All","All","Year","null","2234566042.838497","null","1","null","null","38338","null","null","null","2019","311106","106.9","null","1","2019","189612.378685069","1820892","All","Published"
"307956","18109","County","5","Morgan","80","null","DISCH012A","null","null","null","null","All","All","Year","null","1782885715.0792916","null","1","null","null","70489","null","null","null","2019","9812","113.5","null","1","2019","179297.23652777626","1820893","All","Published"
"314622","18111","County","1","Newton","9","null","DISCH012A","null","null","null","null","All","All","Year","null","1834753645.263788","null","1","null","null","13984","U","null","null","2019","9691","64.4","null","1","2019","195301.91254645065","1820894","All","Published"
"421587","18113","County","3","Noble","16","null","DISCH012A","null","null","null","null","All","All","Year","null","1920903965.1248343","null","1","null","null","47744","U","null","null","2019","9348","33.5","null","1","2019","179790.78785146226","1820895","All","Published"
"428251","18115","County","9","Ohio","0","null","DISCH012A","null","null","null","null","All","All","Year","null","371172927.76226074","null","1","null","null","5875","U","null","null","2019","8549","0","null","1","2019","92908.11273188339","1820896","All","Published"
"434587","18117","County","8","Orange","9","null","DISCH012A","null","null","null","null","All","All","Year","null","1730437591.9969425","null","1","null","null","19646","U","null","null","2019","9383","45.8","null","1","2019","166699.59188106662","1820897","All","Published"
"440991","18119","County","7","Owen","12","null","DISCH012A","null","null","null","null","All","All","Year","null","1676475314.70993","null","1","null","null","20799","U","null","null","2019","8152","57.7","null","1","2019","181531.74475488244","1820898","All","Published"
"447539","18121","County","7","Parke","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1977654977.5560105","null","1","null","null","16937","U","null","null","2019","9360","0","null","1","2019","194033.11248650684","1820899","All","Published"
"453868","18123","County","10","Perry","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1607847794.8105006","null","1","null","null","19169","U","null","null","2019","9089","0","null","1","2019","204092.3230451005","1820900","All","Published"
"460411","18125","County","10","Pike","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1455282706.2609153","null","1","null","null","12389","U","null","null","2019","8542","0","null","1","2019","180913.8898884043","1820901","All","Published"
"466872","18127","County","1","Porter","105","null","DISCH012A","null","null","null","null","All","All","Year","null","1934440080.2451656","null","1","null","null","170389","null","null","null","2019","9209","61.6","null","1","2019","200023.6138176006","1820902","All","Published"
"473712","18129","County","10","Posey","9","null","DISCH012A","null","null","null","null","All","All","Year","null","1760454828.2291665","null","1","null","null","25427","U","null","null","2019","10124","35.4","null","1","2019","268626.9969492636","1820903","All","Published"
"480256","18131","County","2","Pulaski","18","null","DISCH012A","null","null","null","null","All","All","Year","null","1976895476.264857","null","1","null","null","12353","U","null","null","2019","9586","145.7","null","1","2019","180016.00035916857","1820904","All","Published"
"491555","18133","County","7","Putnam","27","null","DISCH012A","null","null","null","null","All","All","Year","null","2114347624.744208","null","1","null","null","37576","null","null","null","2019","443824","71.9","null","1","2019","193497.13916877238","1820905","All","Published"
"493629","18135","County","6","Randolph","27","null","DISCH012A","null","null","null","null","All","All","Year","null","2009991766.5965216","null","1","null","null","24665","null","null","null","2019","9483","109.5","null","1","2019","179543.406920394","1820906","All","Published"
"504615","18137","County","9","Ripley","19","null","DISCH012A","null","null","null","null","All","All","Year","null","1929852184.3391707","null","1","null","null","28324","U","null","null","2019","440704","67.1","null","1","2019","178720.62541220128","1820907","All","Published"
"511369","18139","County","6","Rush","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1788779894.8143926","null","1","null","null","16581","U","null","null","2019","440982","0","null","1","2019","170550.35617774996","1820908","All","Published"
"381578","18141","County","2","St. Joseph","201","null","DISCH012A","null","null","null","null","All","All","Year","null","2137442538.2216668","null","1","null","null","271826","null","null","null","2019","8446","73.9","null","1","2019","207099.73590105024","1820909","All","Published"
"388430","18143","County","9","Scott","35","null","DISCH012A","null","null","null","null","All","All","Year","null","821116475.462408","null","1","null","null","23873","null","null","null","2019","10019","146.6","null","1","2019","135956.25001727752","1820910","All","Published"
"394994","18145","County","5","Shelby","39","null","DISCH012A","null","null","null","null","All","All","Year","null","1798330587.7052763","null","1","null","null","44729","null","null","null","2019","8535","87.2","null","1","2019","172101.50493806117","1820911","All","Published"
"401726","18147","County","10","Spencer","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1685030412.2809646","null","1","null","null","20277","U","null","null","2019","9668","0","null","1","2019","197266.6186510998","1820912","All","Published"
"413064","18149","County","2","Starke","42","null","DISCH012A","null","null","null","null","All","All","Year","null","1437402953.7436337","null","1","null","null","22995","null","null","null","2019","440689","182.6","null","1","2019","165458.4945859917","1820913","All","Published"
"415006","18151","County","3","Steuben","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1500653405.4933264","null","1","null","null","34594","U","null","null","2019","9287","17.3","null","1","2019","155800.11379493726","1820914","All","Published"
"552917","18153","County","7","Sullivan","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1947688539.7371132","null","1","null","null","20669","U","null","null","2019","8809","0","null","1","2019","188646.4533866164","1820915","All","Published"
"559408","18155","County","9","Switzerland","0","null","DISCH012A","null","null","null","null","All","All","Year","null","953985822.485336","null","1","null","null","10751","U","null","null","2019","8163","0","null","1","2019","149806.89533564774","1820916","All","Published"
"565968","18157","County","4","Tippecanoe","119","null","DISCH012A","null","null","null","null","All","All","Year","null","2248329970.1495166","null","1","null","null","195732","null","null","null","2019","8792","60.8","null","1","2019","190391.6728056909","1820917","All","Published"
"572789","18159","County","6","Tipton","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1162498199.8153265","null","1","null","null","15148","U","null","null","2019","8409","0","null","1","2019","139507.96205483665","1820918","All","Published"
"579241","18161","County","6","Union","0","null","DISCH012A","null","null","null","null","All","All","Year","null","722350371.1081735","null","1","null","null","7054","U","null","null","2019","8148","0","null","1","2019","108370.9676047063","1820919","All","Published"
"585591","18163","County","10","Vanderburgh","87","null","DISCH012A","null","null","null","null","All","All","Year","null","983076789.0488979","null","1","null","null","181451","null","null","null","2019","9502","47.9","null","1","2019","166933.2109431209","1820920","All","Published"
"592426","18165","County","7","Vermillion","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1135647435.151307","null","1","null","null","15498","U","null","null","2019","9536","0","null","1","2019","196462.47740196582","1820921","All","Published"
"598968","18167","County","7","Vigo","42","null","DISCH012A","null","null","null","null","All","All","Year","null","1784302611.777401","null","1","null","null","107038","null","null","null","2019","9579","39.2","null","1","2019","187921.78430646184","1820922","All","Published"
"605799","18169","County","3","Wabash","19","null","DISCH012A","null","null","null","null","All","All","Year","null","1910544927.4219303","null","1","null","null","30996","U","null","null","2019","8365","61.3","null","1","2019","182680.56505842292","1820923","All","Published"
"612551","18171","County","4","Warren","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1636582185.731533","null","1","null","null","8265","U","null","null","2019","9466","0","null","1","2019","187145.04700055302","1820924","All","Published"
"513216","18173","County","10","Warrick","26","null","DISCH012A","null","null","null","null","All","All","Year","null","1636695780.6752317","null","1","null","null","62998","null","null","null","2019","9923","41.3","null","1","2019","185826.03812337192","1820925","All","Published"
"520007","18175","County","8","Washington","17","null","DISCH012A","null","null","null","null","All","All","Year","null","2201208953.486287","null","1","null","null","28036","U","null","null","2019","9667","60.6","null","1","2019","195992.27406812334","1820926","All","Published"
"526467","18177","County","6","Wayne","121","null","DISCH012A","null","null","null","null","All","All","Year","null","1782543819.9517307","null","1","null","null","65884","null","null","null","2019","9557","183.7","null","1","2019","175897.5097489313","1820927","All","Published"
"533298","18179","County","3","Wells","14","null","DISCH012A","null","null","null","null","All","All","Year","null","1670421867.227591","null","1","null","null","28296","U","null","null","2019","9010","49.5","null","1","2019","186766.15478238545","1820928","All","Published"
"544604","18181","County","4","White","12","null","DISCH012A","null","null","null","null","All","All","Year","null","2287558667.4044333","null","1","null","null","24102","U","null","null","2019","443561","49.8","null","1","2019","215880.6924203464","1820929","All","Published"
"546514","18183","County","3","Whitley","11","null","DISCH012A","null","null","null","null","All","All","Year","null","1546751708.9768984","null","1","null","null","33964","U","null","null","2019","9949","32.4","null","1","2019","169966.29264005675","1820930","All","Published"
