"objectid_12","objectid_1","ind_id","geog_id","geog_name","geog_type","date_start","date_end","period","date_name","var_stat","var_count","var_denom","var_unstable","var_lci","var_uci","var_ci","var_sigval_nat","var_sig_nat","var_sigval_state","var_sig_state","var_sigval_dis","var_sig_dis","var_sigval_cnty","var_sig_cnty","objectid","var_race","var_sex","var_age","status","dist","geog_utm_length","geog_utm_area","SHAPE__Length","SHAPE__Area"
"62633","18027","County","10","Daviess","10","null","DISCH012A","null","null","null","null","All","All","Year","null","1878247368.2323859","null","1","null","null","32969","U","null","null","2016","311812","30.3","null","null","2016","192655.75614222788","1820573","All","Published"
"140429","18029","County","9","Dearborn","47","null","DISCH012A","null","null","null","null","All","All","Year","null","1329448616.5470636","null","1","null","null","49331","null","null","null","2016","9475","95.3","null","null","2016","157834.76234884912","1820574","All","Published"
"147100","18031","County","9","Decatur","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1615195765.6479964","null","1","null","null","26598","U","null","null","2016","9697","22.6","null","null","2016","165078.23331480008","1820575","All","Published"
"153801","18033","County","3","DeKalb","15","null","DISCH012A","null","null","null","null","All","All","Year","null","1674555397.31401","null","1","null","null","42746","U","null","null","2016","8636","35.1","null","null","2016","163996.67482293304","1820576","All","Published"
"160430","18035","County","6","Delaware","227","null","DISCH012A","null","null","null","null","All","All","Year","null","1760647932.9914546","null","1","null","null","115603","null","null","null","2016","8361","196.4","null","null","2016","168366.29581379177","1820577","All","Published"
"167281","18037","County","10","Dubois","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1825931759.792058","null","1","null","null","42552","U","null","null","2016","9645","0","null","null","2016","183146.67387045993","1820578","All","Published"
"173859","18039","County","2","Elkhart","60","null","DISCH012A","null","null","null","null","All","All","Year","null","2172529921.2321935","null","1","null","null","203781","null","null","null","2016","9567","29.4","null","null","2016","186294.45905187665","1820579","All","Published"
"180683","18041","County","6","Fayette","55","null","DISCH012A","null","null","null","null","All","All","Year","null","941858944.0492244","null","1","null","null","23331","null","null","null","2016","8608","235.7","null","null","2016","134767.10790970435","1820580","All","Published"
"187280","18043","County","9","Floyd","117","null","DISCH012A","null","null","null","null","All","All","Year","null","629759236.6714967","null","1","null","null","76990","null","null","null","2016","9736","152","null","null","2016","109077.74865249258","1820581","All","Published"
"194113","18045","County","4","Fountain","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1767668662.3617282","null","1","null","null","16486","U","null","null","2016","9735","36.4","null","null","2016","182418.45245652847","1820582","All","Published"
"200660","18047","County","9","Franklin","14","null","DISCH012A","null","null","null","null","All","All","Year","null","1698096673.793233","null","1","null","null","22715","U","null","null","2016","8364","61.6","null","null","2016","177273.7347755226","1820583","All","Published"
"210312","18049","County","2","Fulton","8","null","DISCH012A","null","null","null","null","All","All","Year","null","1691016621.707752","null","1","null","null","20139","U","null","null","2016","311336","39.7","null","null","2016","193345.38339404468","1820584","All","Published"
"213782","18051","County","10","Gibson","0","null","DISCH012A","null","null","null","null","All","All","Year","null","2076288553.9508362","null","1","null","null","33703","U","null","null","2016","9845","0","null","null","2016","236994.15893647555","1820585","All","Published"
"220438","18053","County","6","Grant","66","null","DISCH012A","null","null","null","null","All","All","Year","null","1860987961.5318968","null","1","null","null","66937","null","null","null","2016","9009","98.6","null","null","2016","173075.5793159793","1820586","All","Published"
"227269","18055","County","7","Greene","16","null","DISCH012A","null","null","null","null","All","All","Year","null","2343017859.6986227","null","1","null","null","32211","U","null","null","2016","8157","49.7","null","null","2016","199798.52546733723","1820587","All","Published"
"233772","18057","County","5","Hamilton","202","null","DISCH012A","null","null","null","null","All","All","Year","null","1780750725.9306178","null","1","null","null","316373","null","null","null","2016","8557","63.8","null","null","2016","169078.54894969115","1820588","All","Published"
"240616","18059","County","5","Hancock","68","null","DISCH012A","null","null","null","null","All","All","Year","null","1347706587.3231847","null","1","null","null","73717","null","null","null","2016","9162","92.2","null","null","2016","155136.03692074143","1820589","All","Published"
"99724","18061","County","9","Harrison","59","null","DISCH012A","null","null","null","null","All","All","Year","null","2035125569.8802426","null","1","null","null","39826","null","null","null","2016","9670","148.1","null","null","2016","202791.60335858766","1820590","All","Published"
"106357","18063","County","5","Hendricks","156","null","DISCH012A","null","null","null","null","All","All","Year","null","1794188472.646238","null","1","null","null","160610","null","null","null","2016","9969","97.1","null","null","2016","177654.63517401853","1820591","All","Published"
"113192","18065","County","6","Henry","30","null","DISCH012A","null","null","null","null","All","All","Year","null","1742817024.1663437","null","1","null","null","48521","null","null","null","2016","10037","61.8","null","null","2016","171943.43386855195","1820592","All","Published"
"124633","18067","County","6","Howard","115","null","DISCH012A","null","null","null","null","All","All","Year","null","1319131602.4414222","null","1","null","null","82568","null","null","null","2016","441217","139.3","null","null","2016","168836.5976829058","1820593","All","Published"
"126813","18069","County","3","Huntington","34","null","DISCH012A","null","null","null","null","All","All","Year","null","1754767347.709058","null","1","null","null","36400","null","null","null","2016","8161","93.4","null","null","2016","171224.51457219163","1820594","All","Published"
"133559","18071","County","8","Jackson","43","null","DISCH012A","null","null","null","null","All","All","Year","null","2198769901.764601","null","1","null","null","44013","null","null","null","2016","8599","97.7","null","null","2016","211828.76140003727","1820595","All","Published"
"325906","18073","County","1","Jasper","24","null","DISCH012A","null","null","null","null","All","All","Year","null","2558390854.4306984","null","1","null","null","33433","null","null","null","2016","443297","71.8","null","null","2016","228751.54043689586","1820596","All","Published"
"327890","18075","County","6","Jay","66","null","DISCH012A","null","null","null","null","All","All","Year","null","1718360784.3932874","null","1","null","null","21046","null","null","null","2016","8383","313.6","null","null","2016","169093.82633148212","1820597","All","Published"
"334329","18077","County","9","Jefferson","14","null","DISCH012A","null","null","null","null","All","All","Year","null","1548728577.4314666","null","1","null","null","32418","U","null","null","2016","9439","43.2","null","null","2016","210172.87417847992","1820598","All","Published"
"341158","18079","County","9","Jennings","68","null","DISCH012A","null","null","null","null","All","All","Year","null","1623646719.723565","null","1","null","null","27758","null","null","null","2016","9726","245","null","null","2016","182727.0912012344","1820599","All","Published"
"347673","18081","County","5","Johnson","219","null","DISCH012A","null","null","null","null","All","All","Year","null","1399947162.7783995","null","1","null","null","151982","null","null","null","2016","10059","144.1","null","null","2016","150610.32778880376","1820600","All","Published"
"357744","18083","County","10","Knox","8","null","DISCH012A","null","null","null","null","All","All","Year","null","2242705332.2179394","null","1","null","null","37744","U","null","null","2016","310674","21.2","null","null","2016","272558.4515603146","1820601","All","Published"
"364414","18085","County","2","Kosciusko","58","null","DISCH012A","null","null","null","null","All","All","Year","null","2538655332.376719","null","1","null","null","79092","null","null","null","2016","310054","73.3","null","null","2016","211350.33170521233","1820602","All","Published"
"367951","18087","County","3","LaGrange","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1795733216.9089348","null","1","null","null","39110","U","null","null","2016","8506","15.3","null","null","2016","172697.49520899847","1820603","All","Published"
"374734","18089","County","1","Lake","301","null","DISCH012A","null","null","null","null","All","All","Year","null","2302324034.56977","null","1","null","null","485846","null","null","null","2016","8279","62","null","null","2016","214072.69133742657","1820604","All","Published"
"247423","18091","County","1","LaPorte","164","null","DISCH012A","null","null","null","null","All","All","Year","null","2797279284.625065","null","1","null","null","110015","null","null","null","2016","8968","149.1","null","null","2016","232713.97612125135","1820605","All","Published"
"254253","18093","County","8","Lawrence","27","null","DISCH012A","null","null","null","null","All","All","Year","null","1928084894.852129","null","1","null","null","45518","null","null","null","2016","8156","59.3","null","null","2016","175080.81387774093","1820606","All","Published"
"260942","18095","County","6","Madison","97","null","DISCH012A","null","null","null","null","All","All","Year","null","2012349835.1619332","null","1","null","null","129296","null","null","null","2016","9999","75","null","null","2016","189934.01105318218","1820607","All","Published"
"267772","18097","County","5","Marion","1738","null","DISCH012A","null","null","null","null","All","All","Year","null","1768249775.0782163","null","1","null","null","941229","null","null","null","2016","9291","184.7","null","null","2016","171237.19193768778","1820608","All","Published"
"274616","18099","County","2","Marshall","36","null","DISCH012A","null","null","null","null","All","All","Year","null","2067653142.8841531","null","1","null","null","46556","null","null","null","2016","10078","77.3","null","null","2016","181940.13919743468","1820609","All","Published"
"281275","18101","County","10","Martin","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1452639016.5912","null","1","null","null","10171","U","null","null","2016","9549","0","null","null","2016","167446.89554168071","1820610","All","Published"
"287531","18103","County","3","Miami","43","null","DISCH012A","null","null","null","null","All","All","Year","null","1704186808.249137","null","1","null","null","35883","null","null","null","2016","10025","119.8","null","null","2016","194495.0722178321","1820611","All","Published"
"297565","18105","County","8","Monroe","80","null","DISCH012A","null","null","null","null","All","All","Year","null","1780474684.1090214","null","1","null","null","145496","null","null","null","2016","311563","55","null","null","2016","182902.27220001767","1820612","All","Published"
"301145","18107","County","4","Montgomery","38","null","DISCH012A","null","null","null","null","All","All","Year","null","2234566042.838497","null","1","null","null","38074","null","null","null","2016","9015","99.8","null","null","2016","189612.378685069","1820613","All","Published"
"307958","18109","County","5","Morgan","129","null","DISCH012A","null","null","null","null","All","All","Year","null","1782885715.0792916","null","1","null","null","69698","null","null","null","2016","10052","185.1","null","null","2016","179297.23652777626","1820614","All","Published"
"314620","18111","County","1","Newton","7","null","DISCH012A","null","null","null","null","All","All","Year","null","1834753645.263788","null","1","null","null","13924","U","null","null","2016","9499","50.3","null","null","2016","195301.91254645065","1820615","All","Published"
"421580","18113","County","3","Noble","9","null","DISCH012A","null","null","null","null","All","All","Year","null","1920903965.1248343","null","1","null","null","47638","U","null","null","2016","8401","18.9","null","null","2016","179790.78785146226","1820616","All","Published"
"428259","18115","County","9","Ohio","0","null","DISCH012A","null","null","null","null","All","All","Year","null","371172927.76226074","null","1","null","null","5932","U","null","null","2016","9485","0","null","null","2016","92908.11273188339","1820617","All","Published"
"434591","18117","County","8","Orange","10","null","DISCH012A","null","null","null","null","All","All","Year","null","1730437591.9969425","null","1","null","null","19335","U","null","null","2016","9876","51.7","null","null","2016","166699.59188106662","1820618","All","Published"
"440999","18119","County","7","Owen","12","null","DISCH012A","null","null","null","null","All","All","Year","null","1676475314.70993","null","1","null","null","20840","U","null","null","2016","9478","57.6","null","null","2016","181531.74475488244","1820619","All","Published"
"447527","18121","County","7","Parke","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1977654977.5560105","null","1","null","null","16800","U","null","null","2016","8130","0","null","null","2016","194033.11248650684","1820620","All","Published"
"453873","18123","County","10","Perry","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1607847794.8105006","null","1","null","null","18966","U","null","null","2016","9614","0","null","null","2016","204092.3230451005","1820621","All","Published"
"460416","18125","County","10","Pike","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1455282706.2609153","null","1","null","null","12431","U","null","null","2016","9173","0","null","null","2016","180913.8898884043","1820622","All","Published"
"466870","18127","County","1","Porter","111","null","DISCH012A","null","null","null","null","All","All","Year","null","1934440080.2451656","null","1","null","null","167791","null","null","null","2016","9137","66.2","null","null","2016","200023.6138176006","1820623","All","Published"
"473708","18129","County","10","Posey","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1760454828.2291665","null","1","null","null","25476","U","null","null","2016","9648","0","null","null","2016","268626.9969492636","1820624","All","Published"
"480258","18131","County","2","Pulaski","7","null","DISCH012A","null","null","null","null","All","All","Year","null","1976895476.264857","null","1","null","null","12660","U","null","null","2016","9765","55.3","null","null","2016","180016.00035916857","1820625","All","Published"
"486870","18133","County","7","Putnam","26","null","DISCH012A","null","null","null","null","All","All","Year","null","2114347624.744208","null","1","null","null","37436","null","null","null","2016","8504","69.5","null","null","2016","193497.13916877238","1820626","All","Published"
"493633","18135","County","6","Randolph","49","null","DISCH012A","null","null","null","null","All","All","Year","null","2009991766.5965216","null","1","null","null","25082","null","null","null","2016","9932","195.4","null","null","2016","179543.406920394","1820627","All","Published"
"499954","18137","County","9","Ripley","23","null","DISCH012A","null","null","null","null","All","All","Year","null","1929852184.3391707","null","1","null","null","28846","null","null","null","2016","8675","79.7","null","null","2016","178720.62541220128","1820628","All","Published"
"506717","18139","County","6","Rush","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1788779894.8143926","null","1","null","null","16649","U","null","null","2016","9886","36","null","null","2016","170550.35617774996","1820629","All","Published"
"381579","18141","County","2","St. Joseph","249","null","DISCH012A","null","null","null","null","All","All","Year","null","2137442538.2216668","null","1","null","null","269141","null","null","null","2016","8531","92.5","null","null","2016","207099.73590105024","1820630","All","Published"
"388422","18143","County","9","Scott","48","null","DISCH012A","null","null","null","null","All","All","Year","null","821116475.462408","null","1","null","null","23730","null","null","null","2016","9285","202.3","null","null","2016","135956.25001727752","1820631","All","Published"
"395007","18145","County","5","Shelby","57","null","DISCH012A","null","null","null","null","All","All","Year","null","1798330587.7052763","null","1","null","null","44324","null","null","null","2016","10114","128.6","null","null","2016","172101.50493806117","1820632","All","Published"
"401721","18147","County","10","Spencer","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1685030412.2809646","null","1","null","null","20648","U","null","null","2016","9286","29.1","null","null","2016","197266.6186510998","1820633","All","Published"
"408418","18149","County","2","Starke","33","null","DISCH012A","null","null","null","null","All","All","Year","null","1437402953.7436337","null","1","null","null","23009","null","null","null","2016","8369","143.4","null","null","2016","165458.4945859917","1820634","All","Published"
"414998","18151","County","3","Steuben","10","null","DISCH012A","null","null","null","null","All","All","Year","null","1500653405.4933264","null","1","null","null","34116","U","null","null","2016","8642","29.3","null","null","2016","155800.11379493726","1820635","All","Published"
"552925","18153","County","7","Sullivan","10","null","DISCH012A","null","null","null","null","All","All","Year","null","1947688539.7371132","null","1","null","null","20802","U","null","null","2016","9799","48.1","null","null","2016","188646.4533866164","1820636","All","Published"
"564078","18155","County","9","Switzerland","6","null","DISCH012A","null","null","null","null","All","All","Year","null","953985822.485336","null","1","null","null","10527","U","null","null","2016","442504","57","null","null","2016","149806.89533564774","1820637","All","Published"
"565959","18157","County","4","Tippecanoe","161","null","DISCH012A","null","null","null","null","All","All","Year","null","2248329970.1495166","null","1","null","null","188059","null","null","null","2016","8289","85.6","null","null","2016","190391.6728056909","1820638","All","Published"
"572800","18159","County","6","Tipton","6","null","DISCH012A","null","null","null","null","All","All","Year","null","1162498199.8153265","null","1","null","null","15182","U","null","null","2016","9194","39.5","null","null","2016","139507.96205483665","1820639","All","Published"
"579255","18161","County","6","Union","0","null","DISCH012A","null","null","null","null","All","All","Year","null","722350371.1081735","null","1","null","null","7212","U","null","null","2016","9712","0","null","null","2016","108370.9676047063","1820640","All","Published"
"585594","18163","County","10","Vanderburgh","96","null","DISCH012A","null","null","null","null","All","All","Year","null","983076789.0488979","null","1","null","null","181721","null","null","null","2016","9743","52.8","null","null","2016","166933.2109431209","1820641","All","Published"
"592417","18165","County","7","Vermillion","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1135647435.151307","null","1","null","null","15645","U","null","null","2016","8427","0","null","null","2016","196462.47740196582","1820642","All","Published"
"598958","18167","County","7","Vigo","29","null","DISCH012A","null","null","null","null","All","All","Year","null","1784302611.777401","null","1","null","null","107931","null","null","null","2016","8551","26.9","null","null","2016","187921.78430646184","1820643","All","Published"
"605814","18169","County","3","Wabash","27","null","DISCH012A","null","null","null","null","All","All","Year","null","1910544927.4219303","null","1","null","null","31762","null","null","null","2016","9819","85","null","null","2016","182680.56505842292","1820644","All","Published"
"612552","18171","County","4","Warren","0","null","DISCH012A","null","null","null","null","All","All","Year","null","1636582185.731533","null","1","null","null","8166","U","null","null","2016","9581","0","null","null","2016","187145.04700055302","1820645","All","Published"
"513203","18173","County","10","Warrick","23","null","DISCH012A","null","null","null","null","All","All","Year","null","1636695780.6752317","null","1","null","null","62498","null","null","null","2016","8802","36.8","null","null","2016","185826.03812337192","1820646","All","Published"
"520005","18175","County","8","Washington","25","null","DISCH012A","null","null","null","null","All","All","Year","null","2201208953.486287","null","1","null","null","27670","null","null","null","2016","9473","90.4","null","null","2016","195992.27406812334","1820647","All","Published"
"529703","18177","County","6","Wayne","143","null","DISCH012A","null","null","null","null","All","All","Year","null","1782543819.9517307","null","1","null","null","66568","null","null","null","2016","310175","214.8","null","null","2016","175897.5097489313","1820648","All","Published"
"533306","18179","County","3","Wells","16","null","DISCH012A","null","null","null","null","All","All","Year","null","1670421867.227591","null","1","null","null","27949","U","null","null","2016","9644","57.2","null","null","2016","186766.15478238545","1820649","All","Published"
"539916","18181","County","4","White","17","null","DISCH012A","null","null","null","null","All","All","Year","null","2287558667.4044333","null","1","null","null","23999","U","null","null","2016","8247","70.8","null","null","2016","215880.6924203464","1820650","All","Published"
"551165","18183","County","3","Whitley","27","null","DISCH012A","null","null","null","null","All","All","Year","null","1546751708.9768984","null","1","null","null","33449","null","null","null","2016","441475","80.7","null","null","2016","169966.29264005675","1820651","All","Published"
