Day,station,day,speed,direction,gust,avgvect,gustvect
162,PPAC,163,2.101088,13,7.197344,"(2.047, 0.473)","(7.013, 1.619)"
163,PPAC,164,2.8163519999999997,138,17.613376,"(-2.093, 1.885)","(-13.089, 11.786)"
164,PPAC,165,2.995168,197,8.002016,"(-2.864, -0.876)","(-7.652, -2.34)"
165,PPAC,166,3.978656,205,11.220704000000001,"(-3.606, -1.681)","(-10.169, -4.742)"
166,PPAC,167,4.604512000000001,266,13.902944,"(-0.321, -4.593)","(-0.97, -13.869)"
167,PPAC,168,3.308096,347,9.298432,"(3.223, -0.744)","(9.06, -2.092)"
168,PPAC,169,3.308096,360,10.103104,"(3.308, -0.0)","(10.103, -0.0)"
169,PPAC,170,1.78816,177,6.7056,"(-1.786, 0.094)","(-6.696, 0.351)"
170,PPAC,171,2.8163519999999997,215,9.119615999999999,"(-2.307, -1.615)","(-7.47, -5.231)"
171,PPAC,172,3.621024,239,10.416032,"(-1.865, -3.104)","(-5.365, -8.928)"
172,PPAC,173,2.90576,342,7.689088,"(2.764, -0.898)","(7.313, -2.376)"
173,PPAC,174,1.922272,23,7.5102720000000005,"(1.769, 0.751)","(6.913, 2.934)"
174,PPAC,175,1.296416,98,5.588,"(-0.18, 1.284)","(-0.778, 5.534)"
175,PPAC,176,1.922272,175,12.51712,"(-1.915, 0.168)","(-12.469, 1.091)"
176,PPAC,177,3.084576,327,9.61136,"(2.587, -1.68)","(8.061, -5.235)"
177,PPAC,178,2.8163519999999997,344,10.684256,"(2.707, -0.776)","(10.27, -2.945)"
178,PPAC,179,2.101088,218,8.806688,"(-1.656, -1.294)","(-6.94, -5.422)"
179,PPAC,180,2.68224,238,7.689088,"(-1.421, -2.275)","(-4.075, -6.521)"
180,PPAC,181,3.084576,210,8.806688,"(-2.671, -1.542)","(-7.627, -4.403)"
181,PPAC,182,2.101088,272,9.61136,"(0.073, -2.1)","(0.335, -9.606)"
182,PPAC,183,1.519936,351,6.079744,"(1.501, -0.238)","(6.005, -0.951)"
183,PPAC,184,1.609344,25,6.079744,"(1.459, 0.68)","(5.51, 2.569)"
184,PPAC,185,2.503424,175,8.806688,"(-2.494, 0.218)","(-8.773, 0.768)"
185,PPAC,186,2.995168,264,21.90496,"(-0.313, -2.979)","(-2.29, -21.785)"
186,PPAC,187,2.8163519999999997,8,8.49376,"(2.789, 0.392)","(8.411, 1.182)"
187,PPAC,188,1.922272,113,6.079744,"(-0.751, 1.769)","(-2.376, 5.596)"
188,PPAC,189,2.2799039999999997,104,6.884416,"(-0.552, 2.212)","(-1.665, 6.68)"
189,PPAC,190,2.90576,35,8.49376,"(2.38, 1.667)","(6.958, 4.872)"
190,PPAC,191,1.296416,150,5.319776,"(-1.123, 0.648)","(-4.607, 2.66)"
191,PPAC,192,3.218688,237,9.298432,"(-1.753, -2.699)","(-5.064, -7.798)"
192,PPAC,193,2.68224,325,9.879584000000001,"(2.197, -1.538)","(8.093, -5.667)"
193,PPAC,194,2.68224,332,8.314944,"(2.368, -1.259)","(7.342, -3.904)"
194,PPAC,195,1.922272,342,7.5102720000000005,"(1.828, -0.594)","(7.143, -2.321)"
195,PPAC,196,1.609344,177,7.5102720000000005,"(-1.607, 0.084)","(-7.5, 0.393)"
196,PPAC,197,2.2799039999999997,76,6.079744,"(0.552, 2.212)","(1.471, 5.899)"
197,PPAC,198,1.6987519999999998,20,9.298432,"(1.596, 0.581)","(8.738, 3.18)"
198,PPAC,199,1.78816,340,6.079744,"(1.68, -0.612)","(5.713, -2.079)"
199,PPAC,200,2.503424,211,8.314944,"(-2.146, -1.289)","(-7.127, -4.283)"
200,PPAC,201,4.112768,251,13.321792,"(-1.339, -3.889)","(-4.337, -12.596)"
201,PPAC,202,2.995168,255,9.119615999999999,"(-0.775, -2.893)","(-2.36, -8.809)"
202,PPAC,203,1.78816,242,5.319776,"(-0.839, -1.579)","(-2.497, -4.697)"
203,PPAC,204,3.3975039999999996,184,12.51712,"(-3.389, -0.237)","(-12.487, -0.873)"
204,PPAC,205,2.995168,231,10.684256,"(-1.885, -2.328)","(-6.724, -8.303)"
205,PPAC,206,1.609344,36,5.588,"(1.302, 0.946)","(4.521, 3.285)"
206,PPAC,207,1.296416,135,5.588,"(-0.917, 0.917)","(-3.951, 3.951)"
207,PPAC,208,1.922272,246,8.806688,"(-0.782, -1.756)","(-3.582, -8.045)"
208,PPAC,209,1.922272,260,6.884416,"(-0.334, -1.893)","(-1.195, -6.78)"
209,PPAC,210,1.385824,305,5.319776,"(0.795, -1.135)","(3.051, -4.358)"
210,PPAC,211,0.983488,199,4.515104,"(-0.93, -0.32)","(-4.269, -1.47)"
211,PPAC,212,1.6987519999999998,194,6.884416,"(-1.648, -0.411)","(-6.68, -1.665)"
212,PPAC,213,2.90576,254,8.49376,"(-0.801, -2.793)","(-2.341, -8.165)"
213,PPAC,214,1.6987519999999998,191,6.392672,"(-1.668, -0.324)","(-6.275, -1.22)"
214,PPAC,215,3.308096,212,14.886432,"(-2.805, -1.753)","(-12.624, -7.889)"
215,PPAC,216,2.190496,238,5.319776,"(-1.161, -1.858)","(-2.819, -4.511)"
216,PPAC,217,1.207008,142,4.515104,"(-0.951, 0.743)","(-3.558, 2.78)"
217,PPAC,218,1.922272,180,6.079744,"(-1.922, 0.0)","(-6.08, 0.0)"
218,PPAC,219,1.922272,210,9.119615999999999,"(-1.665, -0.961)","(-7.898, -4.56)"
219,PPAC,220,3.308096,272,11.712448,"(0.115, -3.306)","(0.409, -11.705)"
220,PPAC,221,2.101088,11,6.884416,"(2.062, 0.401)","(6.758, 1.314)"
221,PPAC,222,1.296416,353,5.9009279999999995,"(1.287, -0.158)","(5.857, -0.719)"
222,PPAC,223,2.503424,17,9.119615999999999,"(2.394, 0.732)","(8.721, 2.666)"
223,PPAC,224,1.1176,80,4.515104,"(0.194, 1.101)","(0.784, 4.447)"
224,PPAC,225,2.503424,163,7.689088,"(-2.394, 0.732)","(-7.353, 2.248)"
225,PPAC,226,2.414016,83,6.079744,"(0.294, 2.396)","(0.741, 6.034)"
226,PPAC,227,2.592832,21,8.806688,"(2.421, 0.929)","(8.222, 3.156)"
227,PPAC,228,2.101088,27,8.314944,"(1.872, 0.954)","(7.409, 3.775)"
228,PPAC,229,1.385824,23,7.197344,"(1.276, 0.541)","(6.625, 2.812)"
229,PPAC,230,0.983488,229,6.079744,"(-0.645, -0.742)","(-3.989, -4.588)"
230,PPAC,231,1.922272,193,7.5102720000000005,"(-1.873, -0.432)","(-7.318, -1.689)"
231,PPAC,232,1.609344,170,5.9009279999999995,"(-1.585, 0.279)","(-5.811, 1.025)"
232,PPAC,233,2.2799039999999997,5,7.689088,"(2.271, 0.199)","(7.66, 0.67)"
233,PPAC,234,2.190496,352,7.5102720000000005,"(2.169, -0.305)","(7.437, -1.045)"
234,PPAC,235,1.207008,346,5.9009279999999995,"(1.171, -0.292)","(5.726, -1.428)"
235,PPAC,236,0.804672,25,4.291583999999999,"(0.729, 0.34)","(3.889, 1.814)"
236,PPAC,237,1.519936,218,6.7056,"(-1.198, -0.936)","(-5.284, -4.128)"
237,PPAC,238,2.101088,1,8.002016,"(2.101, 0.037)","(8.001, 0.14)"
238,PPAC,239,1.385824,122,4.515104,"(-0.734, 1.175)","(-2.393, 3.829)"
239,PPAC,240,2.995168,178,11.980672,"(-2.993, 0.105)","(-11.973, 0.418)"
240,PPAC,241,3.218688,206,18.10512,"(-2.893, -1.411)","(-16.273, -7.937)"
241,PPAC,242,2.995168,295,8.806688,"(1.266, -2.715)","(3.722, -7.982)"
242,PPAC,243,2.01168,285,8.806688,"(0.521, -1.943)","(2.279, -8.507)"
243,PPAC,244,1.519936,235,5.9009279999999995,"(-0.872, -1.245)","(-3.385, -4.834)"
244,PPAC,245,1.609344,180,6.884416,"(-1.609, 0.0)","(-6.884, 0.0)"
245,PPAC,246,1.296416,226,5.319776,"(-0.901, -0.933)","(-3.695, -3.827)"
246,PPAC,247,2.414016,38,5.9009279999999995,"(1.902, 1.486)","(4.65, 3.633)"
247,PPAC,248,2.101088,26,6.392672,"(1.888, 0.921)","(5.746, 2.802)"
248,PPAC,249,1.609344,38,6.079744,"(1.268, 0.991)","(4.791, 3.743)"
249,PPAC,250,1.6987519999999998,360,8.314944,"(1.699, -0.0)","(8.315, -0.0)"
250,PPAC,251,0.89408,136,4.783328,"(-0.643, 0.621)","(-3.441, 3.323)"
251,PPAC,252,1.519936,161,7.5102720000000005,"(-1.437, 0.495)","(-7.101, 2.445)"
252,PPAC,253,1.207008,218,7.197344,"(-0.951, -0.743)","(-5.672, -4.431)"
253,PPAC,254,2.995168,239,9.879584000000001,"(-1.543, -2.567)","(-5.088, -8.468)"
254,PPAC,255,2.8163519999999997,248,10.684256,"(-1.055, -2.611)","(-4.002, -9.906)"
255,PPAC,256,1.519936,296,7.197344,"(0.666, -1.366)","(3.155, -6.469)"
256,PPAC,257,1.1176,340,6.079744,"(1.05, -0.382)","(5.713, -2.079)"
257,PPAC,258,0.491744,182,5.096256,"(-0.491, -0.017)","(-5.093, -0.178)"
258,PPAC,259,0.983488,189,5.9009279999999995,"(-0.971, -0.154)","(-5.828, -0.923)"
259,PPAC,260,1.609344,204,10.416032,"(-1.47, -0.655)","(-9.516, -4.237)"
260,PPAC,261,1.922272,212,9.119615999999999,"(-1.63, -1.019)","(-7.734, -4.833)"
261,PPAC,262,1.922272,347,6.7056,"(1.873, -0.432)","(6.534, -1.508)"
262,PPAC,263,2.2799039999999997,161,9.298432,"(-2.156, 0.742)","(-8.792, 3.027)"
